eventID,sceneID,speakerID,Dom (1),Letty (2),Fernando (3),Raldo (4),Cipher (5),Hobbs (6),DS Allan (7),Samantha (8),Roman (9),Tej (10),Ramsey (11),Mr. Nobody (12),Little Nobody (13),Miller (14),Deckard Shaw (15),Rhodes (16),Elena (17),Magdalene Shaw (18),Owen Shaw (19),Santos (20),Leo (21)
573,29,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
574,29,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
575,29,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
576,29,10,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
577,29,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
578,29,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
579,29,9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
580,29,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
581,29,9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
582,29,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,29,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,29,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
585,29,10,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
586,29,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
587,29,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
588,29,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
589,29,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
590,29,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
591,29,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
592,29,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
593,29,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
594,29,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
595,29,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
596,29,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
597,29,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
598,29,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,29,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
600,29,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
601,29,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
602,29,10,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
603,29,6,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
604,29,11,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
605,29,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
606,29,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
607,29,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
608,29,9,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
609,29,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
610,29,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
611,29,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,29,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,29,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
615,29,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,29,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
617,29,9,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
618,29,2,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
619,29,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,29,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
621,29,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
622,29,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
623,29,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
624,29,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
625,29,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
626,29,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
627,29,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
628,29,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
629,29,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
630,29,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
631,29,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
632,29,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
633,29,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
634,29,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
636,29,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,29,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
638,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
639,29,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
640,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
641,29,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,29,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
643,29,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
644,29,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
645,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
646,29,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
647,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
648,29,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
649,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
650,29,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
651,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
652,29,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
653,29,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
654,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
655,29,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
656,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
657,29,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
658,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
659,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
660,29,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
661,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
662,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
663,29,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,29,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
666,29,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,29,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,29,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,29,13,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
670,29,6,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
671,29,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,29,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
673,29,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,29,11,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
675,29,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
676,29,10,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
677,29,6,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
678,29,11,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
679,29,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
680,29,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,29,13,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
682,29,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
683,29,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
684,29,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,29,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
686,29,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,29,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
688,29,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
689,29,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,29,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
691,29,10,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
692,29,10,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
693,29,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
694,29,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,29,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,29,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
697,29,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
698,29,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,29,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
700,29,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
701,29,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,29,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
703,29,6,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
704,29,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,29,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
706,29,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,29,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,29,6,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
709,29,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,29,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
712,29,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
714,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
715,29,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
717,29,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
719,29,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,29,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,29,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,29,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,29,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,29,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,29,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
726,29,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,29,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
728,29,9,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
729,29,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
730,29,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
731,29,9,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
732,30,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,30,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
734,30,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
735,30,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
736,30,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
737,30,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
738,30,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
739,30,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
740,30,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
741,30,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
742,30,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
743,30,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
744,30,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,30,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
746,30,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,30,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,30,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
749,30,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,30,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,30,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
752,30,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
753,30,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
754,30,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
755,30,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,30,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
757,30,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
759,30,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,30,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,30,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,31,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0
763,31,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0
